abbattere,tristezza
aberrante,disgusto
abhor,rabbia
abhorr,disgusto
abomin,disgusto
abominare,rabbia
abominevole,disgusto
abominio,rabbia
accattivante,gioia
acume,gioia
addolorato,tristezza
adirato,rabbia
admir,sorpresa
ador,gioia
adorabilmente,gioia
adorante,gioia
adorazione,gioia
affascinante,gioia
affascinare,gioia
afferrare,rabbia
affettivo,gioia
affetto,gioia
affettuosamente,gioia
affettuosità,gioia
affettuoso,gioia
afflitto,tristezza
affright,paura
agghiacciante,paura
aggrav,rabbia
aggravamento,rabbia
aggravare,rabbia
aggravato,rabbia
aggress,rabbia
aggressione,rabbia
aggressività,rabbia
aggressivo,rabbia
aggriev,tristezza
aggrieve,tristezza
allarmato,paura
allarme,paura
allegare,gioia
allegramente,gioia
allegrezza,gioia
allegria,gioia
allegro,gioia
allietare,gioia
alto lo spirito,gioia
alto sdegno,rabbia
alzare,gioia
amarezza,rabbia
amaro,rabbia
amat,gioia
amative,gioia
amatore,gioia
amatorio,gioia
amaz,sorpresa
amic,gioia
amicability,gioia
amicableness,gioia
amichevole,gioia
amichevolmente,gioia
amicizia,gioia
amico,gioia
ammalare,disgusto
ammaliante,gioia
ammirare,gioia
ammirazione,sorpresa
ammirevole,gioia
amok,rabbia
amore,gioia
amore di vitello,gioia
amorevole,gioia
amorevolezza,gioia
amoroso,gioia
amorousness,gioia
amuck,rabbia
angoscia,tristezza
angri,rabbia
angrili,rabbia
animos,rabbia
animosità,rabbia
animus,rabbia
annoiato,tristezza
ansia,paura
ansioso,gioia
antagon,rabbia
antagonismo,rabbia
anticip,gioia
anticipare,gioia
anticipazione,gioia
appal,paura
appartenenza,gioia
appartenere,gioia
appassionato,gioia
appreci,gioia
apprehens,paura
apprehensiveness,paura
apprensione,paura
apprezzare,gioia
approb,gioia
approbative,gioia
approbatori,gioia
approbatory,gioia
approv,gioia
approvare,gioia
approvazione,gioia
ardore,gioia
arrabbiato,rabbia
criticare,rabbia
arrivare a,rabbia
aspettare,gioia
aspettativa,gioia
assetato,gioia
assillo,rabbia
astoni,sorpresa
atroce,paura
attaccamento,gioia
attacco di panico,paura
atterrire,paura
attrit,tristezza
attrito,tristezza
auto-compiacimento,gioia
auto-complac,gioia
auto-piti,tristezza
auto-satisfact,gioia
auto-sfiducia,paura
auto-soddisfazione,gioia
autocommiserazione,tristezza
autostima,gioia
avarici,rabbia
avaro,rabbia
avidità,gioia
avidness,gioia
avido,rabbia
avviamento,gioia
avviso,paura
aw,sorpresa
awestricken,sorpresa
baffl,sorpresa
balk,rabbia
bang,gioia
barcollare,sorpresa
bash,paura
basso,tristezza
basso lo spirito,tristezza
basso spiritedness,tristezza
basso-spirited,tristezza
battere,sorpresa
battuta,gioia
becharm,gioia
bedevil,rabbia
begrudg,rabbia
begrudge,rabbia
begrudging,rabbia
beguil,gioia
bellicoso,rabbia
belliger,rabbia
belligeranza,rabbia
bene,gioia
benef,gioia
beneficamente,gioia
beneficenza,gioia
beneficiare,gioia
beneficio,gioia
benefico,gioia
benevol,gioia
benevolenza,gioia
benevolmente,gioia
benevolo,gioia
bereav,tristezza
besot,sorpresa
bewild,sorpresa
bewitch,gioia
blith,gioia
blitheness,gioia
blu,tristezza
bode,paura
boding,paura
bonheur,gioia
bothersom,rabbia
brivido,paura
brotherlik,gioia
browbeaten,paura
bruciore di stomaco,rabbia
brutto,paura
buio,tristezza
bullo,paura
buon cuore,gioia
buon umore,gioia
buona volontà,gioia
buoyanc,gioia
calcio,gioia
caldo,gioia
calore,gioia
camminare in aria,gioia
capriccio,rabbia
captiv,gioia
captivation,gioia
captur,gioia
carattere irascibile,rabbia
carefre,gioia
carica,gioia
carico,tristezza
caritatevole,gioia
caserma,gioia
cattiva temperatura,rabbia
cattiva volontà,rabbia
cattivo sangue,rabbia
cattivo umore,rabbia
cattura,gioia
cercare,gioia
charg,gioia
charit,gioia
charmed,gioia
cheeri,gioia
cheerlessness,tristezza
choler,rabbia
cinguettio,gioia
cliff-hanging,gioia
coinvolgente,gioia
coldhearted,paura
coldheartedness,paura
collerico,rabbia
colpevole,tristezza
come,gioia
commend,gioia
comodamente,gioia
comodità,gioia
compagno di sentimento,gioia
compat,gioia
compatibile,gioia
compatibilità,gioia
compatibilmente,gioia
compiacente,gioia
compiacenza,gioia
compiacimento,gioia
compiaciuto,gioia
compiere,gioia
complac,gioia
compunct,tristezza
compunzione,tristezza
con affetto,gioia
con amore,gioia
con dolore,tristezza
con empathi,gioia
con empatia,gioia
con entusiasmo,gioia
con felicità,gioia
con gioia,gioia
con happi,gioia
con orgoglio,gioia
con ostilità,rabbia
con prid,gioia
con rabbia,rabbia
con risentimento,rabbia
con simpatia,gioia
con sympathi,gioia
con timore,paura
confortevole,gioia
conforto,gioia
congratul,gioia
congratulare,gioia
consci colpevole,tristezza
consol,gioia
console,gioia
constern,paura
contemn,rabbia
contentezza,gioia
contento,gioia
contenuto,gioia
contrariato,rabbia
contrit,tristezza
contriteness,tristezza
contrito,tristezza
contrizione,tristezza
coque,gioia
corsa,gioia
coscienza colpevole,tristezza
costernare,sorpresa
costernazione,paura
cotto,gioia
covet,rabbia
covetously,rabbia
cower,paura
crawl,paura
creep,paura
crepacuore,tristezza
crepitio,sorpresa
cring,paura
crocifiggere,rabbia
crucifi,rabbia
crudele,paura
crudelmente,paura
crudeltà,paura
cruelli,paura
cruelti,paura
cucciolo,gioia
cucciolo amore,gioia
culto,gioia
culto dell'eroe,gioia
cuore,gioia
cuore duro,paura
cuore spezzato,tristezza
cupidigia,rabbia
cupo,tristezza
cura,gioia
dagli occhi verdi,rabbia
dando protezione,gioia
dannoso,rabbia
dash,paura
daunt,paura
debole,gioia
debolezza,gioia
dedizione,gioia
deflettore,sorpresa
demor,tristezza
demoralis,tristezza
demoralizzare,tristezza
demoralizzazione,tristezza
deplor,tristezza
deplorevole,tristezza
deplorevolmente,tristezza
depressione,tristezza
depressivo,tristezza
depresso,tristezza
deprimente,tristezza
deprimere,tristezza
derelitto,tristezza
desol,tristezza
desolato,tristezza
desolazione,tristezza
despis,rabbia
despisal,rabbia
despit,rabbia
despiteful,rabbia
despondently,tristezza
detestabile,disgusto
detestare,rabbia
detestation,rabbia
devot,gioia
devoto,gioia
devozione,gioia
sgradevole,disgusto
diavoli blu,tristezza
diavolo,rabbia
diavolo blu,tristezza
diffid,paura
diffidente,paura
diffidenza,paura
dingi,tristezza
tragico,paura
direful,paura
disconsol,tristezza
disconsolateness,tristezza
discourag,tristezza
disforia,tristezza
disforico,tristezza
disgraziato,tristezza
disgustato,disgusto
disgustful,disgusto
disgusto,rabbia
disgustosamente,disgusto
disgustoso,disgusto
dishearten,tristezza
disorientare,sorpresa
disperazione,tristezza
dispettoso,rabbia
dispiacere,rabbia
dispiritedness,tristezza
displeas,rabbia
displeasingly,rabbia
displeasur,rabbia
disprezzo,rabbia
distast,disgusto
distastefully,disgusto
dole,tristezza
dolefully,tristezza
dolefulness,tristezza
dolente,tristezza
dolore,tristezza
doloroso,tristezza
dolour,tristezza
dolourous,tristezza
downheart,tristezza
downhearted,tristezza
drear,tristezza
dreari,tristezza
dubbio,paura
dudgeon,rabbia
dumfound,sorpresa
dun,rabbia
dysphor,tristezza
ebulli,gioia
ebulliently,gioia
eccitante,gioia
eccitazione,gioia
elan,gioia
elat,gioia
elate,gioia
elating,gioia
emot,gioia
emotivo,gioia
emozionante,gioia
emozione,gioia
empathet,gioia
empathi,gioia
empatia,gioia
empatica,gioia
empaticamente,gioia
empatico,gioia
enamor,gioia
enamoredness,gioia
enamour,gioia
endear,gioia
enfuri,rabbia
enfuriate,rabbia
enmiti,rabbia
enorme,sorpresa
enrag,rabbia
enragement,rabbia
enthrallment,gioia
entranc,gioia
entusiasmo,gioia
entusiasta,gioia
envi,rabbia
enviabl,rabbia
esaltare,gioia
esasperante,rabbia
esasperare,rabbia
esasperazione,rabbia
esecrabile,tristezza
esecrazione,rabbia
esilarante,gioia
esitante,paura
esitazione,paura
esortare,gioia
espansivo,gioia
essere al settimo cielo,gioia
essere su cloud nin,gioia
estasiare,gioia
esuberante,gioia
esuberanza,gioia
esultante,gioia
esultanza,gioia
esultare,gioia
euforia,gioia
euforico,gioia
euforizzante,gioia
euphor,gioia
euphori,gioia
exacerb,rabbia
exasper,rabbia
excit,gioia
execr,tristezza
execrate,rabbia
exhilar,gioia
exhilarate,gioia
expans,gioia
exuber,gioia
faccia lunga,tristezza
fallo,disgusto
fanci,gioia
fantasia,gioia
fantast,sorpresa
fantastico,sorpresa
fascina,gioia
fascino,gioia
fastidio,rabbia
fastidioso,rabbia
fatto arrabbiare,rabbia
favore,gioia
favorevole,gioia
favorevolmente,gioia
fearsom,paura
fedeltà,gioia
felice,gioia
felicità,gioia
festa,gioia
festal,gioia
festiv,gioia
flabbergast,sorpresa
flummox,sorpresa
flush,gioia
follia,rabbia
fond,gioia
forebod,paura
forlornly,tristezza
formidabile,sorpresa
foro,tristezza
fortunatamente,gioia
fratellanza,gioia
fratello,gioia
fratern,gioia
fraterno,gioia
friendli,gioia
frustrante,rabbia
frustrat,rabbia
frustrato,rabbia
frustrazione,rabbia
fulvo,paura
furi,rabbia
furia,rabbia
furiosamente,rabbia
furioso,rabbia
gaieti,gioia
gala,gioia
gall,rabbia
galleggiamento,gioia
gay,gioia
gayli,gioia
gelosamente,rabbia
gelosia,rabbia
geloso,rabbia
genere,gioia
gentilmente,gioia
ghiaia,sorpresa
giocondo,gioia
gioia,gioia
gioiosamente,gioia
gioioso,gioia
gioire,gioia
gioviale,gioia
giovialità,gioia
giubilare,gioia
giubilo,gioia
gladden,gioia
gladfulness,gioia
gladsom,gioia
gladsome,gioia
gladsomeness,gioia
glee,gioia
gleefulli,gioia
gleefulness,gioia
gloatingly,gioia
gloomful,tristezza
gloomi,tristezza
gloomili,tristezza
glooming,tristezza
godere,gioia
godforsaken,tristezza
gongolante,gioia
gongolare,gioia
goodwil,gioia
grabbi,rabbia
grabby,rabbia
gradevole,gioia
grande gioia,gioia
gratifi,gioia
gratificante,gioia
gratificare,gioia
gratifyingly,gioia
grave,tristezza
gravemente,tristezza
greedi,rabbia
griev,tristezza
grievanc,rabbia
grigio,tristezza
grizzl,rabbia
grizzle,rabbia
grovel,paura
grudg,rabbia
guaio,tristezza
guardare,gioia
guardare fino a,gioia
guilti,tristezza
gusto,gioia
hackl,rabbia
hackle,rabbia
hangdog,tristezza
happi,gioia
happili,gioia
hardheart,paura
hardheartedness,paura
harri,rabbia
hatr,rabbia
heartach,tristezza
heartburning,rabbia
hearten,gioia
heartrend,tristezza
heartsick,tristezza
heartsickness,tristezza
heavyheart,tristezza
heavyhearted,tristezza
heavyheartedness,tristezza
hesit,paura
high-spirited,gioia
hilari,gioia
horrend,paura
horribl,paura
horridly,paura
horrif,paura
horrifi,paura
horrify,paura
hostil,rabbia
huffi,rabbia
huffili,rabbia
huffiness,rabbia
huffish,rabbia
huffishness,rabbia
huffy,rabbia
hyster,paura
identif,gioia
identificare,gioia
identificazione,gioia
ilare,gioia
ilarità,gioia
impazzito,rabbia
impotente,tristezza
impotenza,tristezza
impressionare,gioia
impuntare,rabbia
in difficoltà,tristezza
in forma,rabbia
in modo soddisfacente,gioia
in preda al panico,paura
in soggezione,sorpresa
incantare,gioia
incantesimo,gioia
incantevole,gioia
incazzato,rabbia
incens,rabbia
incensare,rabbia
incenso,rabbia
incollato alla sedia,gioia
incoraggiare,gioia
incredibilmente,sorpresa
indign,rabbia
indignato,rabbia
indignazione,rabbia
inebriare,gioia
infastidire,rabbia
infatu,gioia
infatuazione,gioia
infelice,tristezza
infelicità,tristezza
influenzare,gioia
infuriare,rabbia
infuriation,rabbia
infuriato,rabbia
ingannare,gioia
ingresso,gioia
innamorato,gioia
inorridito,paura
insicurezza,paura
insieme,gioia
insouci,gioia
inspir,gioia
inspire,gioia
interdetto,sorpresa
interesse,gioia
intimaci,gioia
intimid,paura
intimidazione,paura
intimidire,paura
intimidito,paura
intimità,gioia
intimorito,sorpresa
intox,gioia
invidia,rabbia
invidiabile,rabbia
invidioso,rabbia
ira,rabbia
irasc,rabbia
irascibile,rabbia
irascibility,rabbia
irrit,rabbia
irritante,rabbia
irritare,rabbia
irritato,rabbia
irritazione,rabbia
isteria,paura
istericamente,paura
isterico,paura
jealousi,rabbia
jocularity,gioia
jocundity,gioia
jolli,gioia
jolliti,gioia
jolly,gioia
joylessness,tristezza
jubil,gioia
jubilancy,gioia
jubilate,gioia
kindheart,gioia
kindheartedness,gioia
lachrymos,tristezza
lachrymose,tristezza
lacrima,tristezza
lamento,tristezza
lamentosa,tristezza
lamentoso,tristezza
laudabl,gioia
lenire,gioia
lightsom,gioia
lightsomeness,gioia
likabl,gioia
likeabl,gioia
lividamente,rabbia
lividity,rabbia
livido,rabbia
loathly,disgusto
loathsom,disgusto
lodevole,gioia
lodevolmente,gioia
loneli,tristezza
lorn,tristezza
lovesom,gioia
lovesome,gioia
loyalti,gioia
lutto,tristezza
madden,rabbia
malato,disgusto
malato di,disgusto
male,rabbia
malef,rabbia
malefico,rabbia
malevol,rabbia
malevolenza,rabbia
malevolo,rabbia
malici,rabbia
malico,rabbia
malignità,rabbia
maligno,rabbia
malinconia,tristezza
malinconico,tristezza
malizia,rabbia
maliziosamente,rabbia
malumore,rabbia
malvagio,disgusto
malvagità,rabbia
marvel,sorpresa
melanchol,tristezza
melancholi,tristezza
meraviglia,sorpresa
meravigliosamente,sorpresa
meraviglioso,sorpresa
merri,gioia
merrili,gioia
mestamente,tristezza
mestizia,tristezza
mesto,tristezza
mettere,tristezza
mi dispiace,tristezza
milza,rabbia
mirabilmente,gioia
mirthful,gioia
mirthfully,gioia
misanthrop,rabbia
misanthropi,rabbia
misanthropic,rabbia
misantropia,rabbia
misantropo,rabbia
miseramente,tristezza
miseria,tristezza
misero,tristezza
misfortun,tristezza
misocainea,rabbia
misogami,rabbia
misogamia,rabbia
misoginia,rabbia
misogino,rabbia
misogyn,rabbia
misogyni,rabbia
misolog,rabbia
misology,rabbia
mison,rabbia
misoneismo,rabbia
misopedia,rabbia
mistificare,sorpresa
molestare,rabbia
molestia,rabbia
mondo stanchezza,tristezza
mondo-weari,tristezza
monst dagli occhi verdi,rabbia
mortalmente,rabbia
mossa,gioia
mostro dagli occhi verdi,rabbia
mostruosamente,paura
mostruoso,paura
mucca,paura
mystifi,sorpresa
nark,rabbia
nausea,disgusto
nauseante,disgusto
nauseare,disgusto
nauseat,disgusto
nei pressi,gioia
nettl,rabbia
nettlesom,rabbia
nettlesome,rabbia
nidiata,rabbia
nigh,gioia
noisom,disgusto
noisome,disgusto
nonostante,rabbia
nonplus,sorpresa
obscen,disgusto
occupare,gioia
odio,rabbia
odiosamente,rabbia
odioso,disgusto
odiously,disgusto
odium,rabbia
offendere,rabbia
offens,disgusto
offensivo,disgusto
offesa,rabbia
offrendo protezione,gioia
oltraggiare,rabbia
ombra,paura
omicida,rabbia
omicidio,rabbia
oppressione,tristezza
oppressiveness,tristezza
oppresso,tristezza
opprimente,tristezza
opprimere,tristezza
orgoglio,gioia
orgoglioso,gioia
orrendo,paura
orribile,paura
orribilmente,paura
orrore,paura
ortica,rabbia
osceno,disgusto
ostile,rabbia
ostilità,rabbia
ottenere,sorpresa
outrag,paura
overjeal,rabbia
overjealous,rabbia
pall,paura
panick,paura
panicki,paura
panico,paura
parziale,gioia
parzialità,gioia
patetico,tristezza
pathet,tristezza
paura,paura
paura del palcoscenico,paura
paurosamente,paura
pazzo,rabbia
peev,rabbia
pelo,rabbia
penanc,tristezza
penit,tristezza
penitente,tristezza
penitentially,tristezza
penitenza,tristezza
pentimento,tristezza
pentire,tristezza
pentito,tristezza
pep up,gioia
per quanto riguarda,gioia
perki,gioia
perkiness,gioia
perplex,sorpresa
persecut,tristezza
perseguitare,tristezza
peski,rabbia
peso,tristezza
pester,rabbia
pestifer,rabbia
pestifero,rabbia
piacere,gioia
piangere,tristezza
pianto,tristezza
pietoso,tristezza
piqu,rabbia
pique,rabbia
piscio,rabbia
piti,tristezza
pitiabl,tristezza
pitying,tristezza
plaguey,rabbia
plaguy,rabbia
plaintiv,tristezza
plaintiveness,tristezza
pout,rabbia
povero,tristezza
praiseworthili,gioia
predilect,gioia
predilezione,gioia
preen,gioia
preferenza,gioia
preferire,gioia
prehensil,rabbia
premonit,paura
premonizione,paura
prendere in giro,rabbia
prensile,rabbia
preoccupazione,gioia
presa,rabbia
presag,paura
presagio,paura
presente,paura
presentimento,paura
preso dal panico,paura
priva di gioia,tristezza
privo,tristezza
proteggere,gioia
protettività,gioia
protettivo,gioia
provocare,rabbia
provok,rabbia
pula,gioia
punteggio,rabbia
punto debole,gioia
purtroppo,tristezza
puzzl,sorpresa
puzzle,sorpresa
queasi,disgusto
rabbia,rabbia
rabbiosamente,rabbia
rabbrividire,paura
raccogliere,gioia
ragazzo,gioia
raggiante,gioia
rallegrare,gioia
rammarico,tristezza
rancore,rabbia
rapport,gioia
rattl,sorpresa
rattristare,tristezza
realizzazione,gioia
rejoic,gioia
remors,tristezza
repellente,disgusto
repugn,disgusto
repuls,disgusto
repulsione,disgusto
respingere,disgusto
restio,disgusto
revel,gioia
reveng,rabbia
revengefully,rabbia
revoltingly,disgusto
revuls,disgusto
ribollire,disgusto
ricreare,gioia
rile,rabbia
riled,rabbia
riluttante,rabbia
rimorso,tristezza
riottoso,gioia
ripugnante,disgusto
ripugnanza,disgusto
risentimento,rabbia
risentire,rabbia
rispetto,gioia
rivolta,disgusto
rivoltante,disgusto
roil,rabbia
roiled,rabbia
romant,gioia
romantico,gioia
rottura di cuore,tristezza
rue,tristezza
ruefulli,tristezza
ruefulness,tristezza
ruth,tristezza
ruthfulness,tristezza
salti di gioia,gioia
satiabl,gioia
satiable,gioia
satisfact,gioia
satisfactori,gioia
satisfactorili,gioia
satisfiable,gioia
sbalordito,sorpresa
scandaloso,paura
scarey,paura
scari,paura
scarili,paura
scena,rabbia
scendere,tristezza
schadenfreude,gioia
scherzoso,gioia
schifo,disgusto
sciopero,gioia
scogliera impiccagione,paura
scogliera-hang,gioia
sconcertante,sorpresa
sconcertato,rabbia
sconfortante,tristezza
sconforto,tristezza
sconsolato,tristezza
scontrosità,rabbia
scoraggiante,tristezza
scoraggiare,tristezza
scoraggiato,tristezza
scoramento,tristezza
scortese,paura
scorza,gioia
sensazione di classe,rabbia
sensazione di colpa,tristezza
senso di colpa,tristezza
sentimenti di colpa,tristezza
sentimento di classe,rabbia
sentimento di identità,gioia
senza cuore,paura
senza gioia,tristezza
servizio,gioia
sfiduciare,tristezza
sfortunato,tristezza
sfrenatamente,gioia
sgomento,tristezza
sguazzare,gioia
shamefac,tristezza
shamefaced,tristezza
shi,paura
shiveri,paura
shudderi,paura
shyli,paura
simpatia,gioia
simpatico,gioia
soddisfacente,gioia
soddisfare,gioia
soddisfatti di gioia,gioia
soddisfatto,gioia
soddisfatto di sé,gioia
soddisfazione,gioia
sofferenza,tristezza
soffrire,tristezza
soft-ebollizione,gioia
softheart,gioia
softhearted,gioia
softheartedness,gioia
solac,gioia
sole,gioia
solitudine,tristezza
sollecitare,gioia
solleticare,gioia
solletico,gioia
sollevamento,gioia
sooth,gioia
sorprendente,sorpresa
sorprendentemente,sorpresa
sorpresa,sorpresa
sorpresa sorpresa,sorpresa
sorri,tristezza
sorrowfulness,tristezza
sospensivo,gioia
spaventare,paura
spaventato,paura
spavento,paura
spaventosamente,paura
spaventoso,paura
spegnere,disgusto
spensieratezza,gioia
spensierato,gioia
spezzatino,rabbia
spiacevole,rabbia
spietatamente,paura
spietatezza,paura
spietato,paura
spirito alto,gioia
spitefulness,rabbia
squallido,tristezza
stanco del mondo,tristezza
stanco di,disgusto
stimolante,gioia
stimolo,gioia
stimul,gioia
stizza,rabbia
stizzosamente,rabbia
stoppino,disgusto
stordimento,sorpresa
stordire,sorpresa
stordito,sorpresa
straccio,rabbia
straziante,tristezza
strepitoso,gioia
strofinio,rabbia
stufo,disgusto
stung,rabbia
stupefacente,sorpresa
stupefact,sorpresa
stupefatto,sorpresa
stupefi,sorpresa
stupeficium,sorpresa
stupido,sorpresa
stupifi,sorpresa
stupify,sorpresa
stupire,sorpresa
stupito,sorpresa
stupore,sorpresa
stuzzicare,rabbia
sulk,rabbia
sulki,rabbia
sulky,rabbia
sunnito,gioia
superbamente,sorpresa
superbl,sorpresa
supplica,gioia
surpris,sorpresa
surprisedly,sorpresa
suspens,gioia
suspense,gioia
sympathet,gioia
sympathi,gioia
tantal,rabbia
tast,gioia
teased,gioia
temibile,paura
temp fretta,rabbia
temperamento,rabbia
temperamento veloce,rabbia
tempi brevi,rabbia
temuto,paura
tenerezza,gioia
tenero,gioia
terribile,paura
terribilmente,paura
terribl,paura
terrif,sorpresa
terrifi,paura
terrifically,sorpresa
terrore,paura
terrorizzato,paura
thirstili,gioia
thunderstruck,sorpresa
tickl,gioia
tifo,gioia
timidamente,paura
timidezza,paura
timidness,paura
timido,paura
timor,paura
timoroso,paura
timorousness,paura
tirannico,tristezza
titil,gioia
titillare,gioia
titubanza,paura
togeth,gioia
top,sorpresa
toppingly,sorpresa
tormentato,rabbia
tormento,rabbia
tranc,gioia
trance,gioia
trave,gioia
tremante,paura
tremend,sorpresa
trepidazione,paura
trepidly,paura
trepido,paura
trionfante,gioia
trionfo,gioia
triste,tristezza
tristemente,tristezza
tristezza,tristezza
trounc,sorpresa
trounce,sorpresa
tyrann,tristezza
tè,gioia
ugli,paura
ululare,sorpresa
ululato,sorpresa
umbrag,rabbia
umbrage,rabbia
umbrageous,rabbia
unassert,paura
unassertive,paura
unassertively,paura
unassertiveness,paura
uncheer,tristezza
uncheerful,tristezza
uncheerfulness,tristezza
uneasili,paura
unhappi,tristezza
unsur,paura
unworri,gioia
unworried,gioia
uproari,gioia
uproariously,gioia
urg,gioia
urlo,gioia
vanificare,rabbia
vedi r,rabbia
vedi rosso,rabbia
veleno,rabbia
vendetta,rabbia
vendicativo,rabbia
veng,rabbia
vengefully,rabbia
verde-ey,rabbia
vergogna,tristezza
verso il basso,tristezza
vessatorio,rabbia
vex,rabbia
vexat,rabbia
vexati,rabbia
viaggio di colpa,tristezza
vicinanza,gioia
vicino,gioia
vile,disgusto
vindict,rabbia
vitello,gioia
vittima di bullismo,paura
vivere fino a,gioia
warmheart,gioia
warmheartedness,gioia
warpath,rabbia
weepi,tristezza
weepiness,tristezza
weltschmerz,tristezza
woebegon,tristezza
woebegone,tristezza
woefulli,tristezza
woefulness,tristezza
worri,gioia
wrothful,rabbia
yucki,disgusto
zelo,gioia
zestfulness,gioia
nervosamente,paura
muso lungo,tristezza
